"year","state","rate"
2010,"IA",6.27772318228447
2010,"ID",8.77328094302554
2010,"IL",10.4793323542334
2010,"IN",10.081063154717
2010,"KS",7.15557277341904
2010,"KY",10.2310902241588
2010,"LA",7.47454926819183
2010,"MA",8.31851274935332
2010,"MD",7.83185140216507
2010,"ME",8.18234891923565
2010,"MI",12.6512517550059
2010,"MN",7.33776456774509
2010,"MO",9.35353342786773
2010,"MS",10.5104690180835
2010,"MT",6.89201457349336
2010,"NC",10.9358781972528
2010,"ND",3.82850633692985
2010,"NE",4.69791325248552
2010,"NH",6.13552444714952
2010,"NJ",9.60541088549408
2010,"NM",7.93844454647321
2010,"NV",13.7414936531648
2010,"NY",8.60203837784686
2010,"OH",9.98489434225075
2010,"OK",6.91146622855675
2010,"OR",10.655362492148
2010,"PA",8.46568895349383
2010,"RI",11.6997866039162
2010,"SC",11.2138585869858
2010,"SD",5.0474459467992
2010,"TN",9.76299042487412
2010,"TX",8.19084400178031
2010,"UT",8.0074374393707
2010,"VA",6.92687267033233
2010,"VT",6.4088526758669
2010,"WA",9.9267162808157
2010,"WI",8.46278213220549
2010,"WV",8.49563658039591
2010,"WY",6.99866431410056
2011,"AK",7.55055224685734
2011,"AL",8.9726435443558
2011,"AR",8.02943366475406
2011,"AZ",9.47939928760319
2011,"CA",11.7397051742107
2011,"CO",8.28961676189749
2011,"CT",8.79233168206885
2011,"DC",10.2438627723744
2011,"DE",7.33843221815151
2011,"FL",10.4921623616683
2011,"GA",9.79733848029256
2011,"HI",6.69613058975775
2011,"IA",5.88927626833373
2011,"ID",8.70452672761129
2011,"IL",9.75332921484265
2011,"IN",9.00742126375079
2011,"KS",6.69122405561026
2011,"KY",9.52762128446615
2011,"LA",7.34410827677742
2011,"MA",7.3542013964633
2011,"MD",7.04731060297827
2011,"ME",7.53387010412066
2011,"MI",10.304382781447
2011,"MN",6.4069065494218
2011,"MO",8.55175325171987
2011,"MS",10.6511491195107
2011,"MT",6.84433712583041
2011,"NC",10.5094482776551
2011,"ND",3.49106538990832
2011,"NE",4.43836210454707
2011,"NH",5.41702109215424
2011,"NJ",9.3138544894189
2011,"NM",7.41904400574269
2011,"NV",13.5462531225782
2011,"NY",8.15063078123188
2011,"OH",8.63035396198483
2011,"OK",6.15462458021121
2011,"OR",9.45199874490116
2011,"PA",7.93666354197954
2011,"RI",11.2526490289556
2011,"SC",10.2621832223134
2011,"SD",4.66997568654693
2011,"TN",9.18483467086915
2011,"TX",7.9267077727427
2011,"UT",6.7299925350996
2011,"VA",6.24298971662548
2011,"VT",5.59325101276572
2011,"WA",9.1673993691489
2011,"WI",7.47270158764784
2011,"WV",7.97701172417069
2011,"WY",5.95346482910042
